question_id,scene_id,image_path,question_type,question,choice_a,choice_b,choice_c,choice_d,answer_label,difficulty,visibility,layout_family,ood_axis,trace_dominant_particle_family,trace_hotspot_quadrant,trace_fiber_tint,trace_bead_count,trace_bead_count_bin,trace_clogging_state,trace_qc_action,trace_density_index
mpq_623a24d8cc08e7,mem_scene_00221,images/mem_scene_00221.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,D,easy,biofilm,hotspot_lower_right,bubble_ring,fragments,lower_right,red,38,25 or more,open pores,manual review,135
mpq_c968974d6f87d1,mem_scene_00221,images/mem_scene_00221.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,A,easy,biofilm,hotspot_lower_right,bubble_ring,fragments,lower_right,red,38,25 or more,open pores,manual review,135
mpq_b0d73f5b2c8302,mem_scene_00221,images/mem_scene_00221.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,D,easy,biofilm,hotspot_lower_right,bubble_ring,fragments,lower_right,red,38,25 or more,open pores,manual review,135
mpq_11ddb626eec4b0,mem_scene_00222,images/mem_scene_00222.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,C,easy,biofilm,hotspot_lower_right,bubble_ring,beads,lower_right,red,41,25 or more,open pores,manual review,80
mpq_b5c4d418fff9a0,mem_scene_00222,images/mem_scene_00222.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,D,easy,biofilm,hotspot_lower_right,bubble_ring,beads,lower_right,red,41,25 or more,open pores,manual review,80
mpq_be25291c6827fa,mem_scene_00222,images/mem_scene_00222.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,B,easy,biofilm,hotspot_lower_right,bubble_ring,beads,lower_right,red,41,25 or more,open pores,manual review,80
mpq_acb272fac755f3,mem_scene_00222,images/mem_scene_00222.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,D,easy,biofilm,hotspot_lower_right,bubble_ring,beads,lower_right,red,41,25 or more,open pores,manual review,80
mpq_f07b69a3d14572,mem_scene_00222,images/mem_scene_00222.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,A,easy,biofilm,hotspot_lower_right,bubble_ring,beads,lower_right,red,41,25 or more,open pores,manual review,80
mpq_9e2173754b8520,mem_scene_00222,images/mem_scene_00222.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,D,easy,biofilm,hotspot_lower_right,bubble_ring,beads,lower_right,red,41,25 or more,open pores,manual review,80
mpq_f04909c4679129,mem_scene_00223,images/mem_scene_00223.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,D,medium,biofilm,hotspot_lower_right,bubble_ring,films,lower_right,red,41,25 or more,open pores,manual review,141
mpq_b1e4b2050c4dac,mem_scene_00223,images/mem_scene_00223.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,D,medium,biofilm,hotspot_lower_right,bubble_ring,films,lower_right,red,41,25 or more,open pores,manual review,141
mpq_eaf9438575a2ea,mem_scene_00223,images/mem_scene_00223.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,B,medium,biofilm,hotspot_lower_right,bubble_ring,films,lower_right,red,41,25 or more,open pores,manual review,141
mpq_bd12db12c064a3,mem_scene_00223,images/mem_scene_00223.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,D,medium,biofilm,hotspot_lower_right,bubble_ring,films,lower_right,red,41,25 or more,open pores,manual review,141
mpq_bdfd49250f83f0,mem_scene_00223,images/mem_scene_00223.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,A,medium,biofilm,hotspot_lower_right,bubble_ring,films,lower_right,red,41,25 or more,open pores,manual review,141
mpq_047e5f8d265811,mem_scene_00223,images/mem_scene_00223.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,D,medium,biofilm,hotspot_lower_right,bubble_ring,films,lower_right,red,41,25 or more,open pores,manual review,141
mpq_7c4c89ae12dfa0,mem_scene_00224,images/mem_scene_00224.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,A,easy,clear,hotspot_upper_left,standard,fibers,upper_left,black,41,25 or more,open pores,count now,126
mpq_426fa26db492fb,mem_scene_00224,images/mem_scene_00224.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,A,easy,clear,hotspot_upper_left,standard,fibers,upper_left,black,41,25 or more,open pores,count now,126
mpq_96bfda22727899,mem_scene_00224,images/mem_scene_00224.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,C,easy,clear,hotspot_upper_left,standard,fibers,upper_left,black,41,25 or more,open pores,count now,126
mpq_40bc1424b775b2,mem_scene_00224,images/mem_scene_00224.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,D,easy,clear,hotspot_upper_left,standard,fibers,upper_left,black,41,25 or more,open pores,count now,126
mpq_0015784e05be52,mem_scene_00224,images/mem_scene_00224.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,A,easy,clear,hotspot_upper_left,standard,fibers,upper_left,black,41,25 or more,open pores,count now,126
mpq_4d6896cf989cf3,mem_scene_00224,images/mem_scene_00224.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,A,easy,clear,hotspot_upper_left,standard,fibers,upper_left,black,41,25 or more,open pores,count now,126
mpq_2a1b8a327c00a4,mem_scene_00225,images/mem_scene_00225.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,B,hard,clear,hotspot_upper_left,standard,fragments,upper_left,black,38,25 or more,open pores,count now,141
mpq_8328fa8ad294ca,mem_scene_00225,images/mem_scene_00225.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,A,hard,clear,hotspot_upper_left,standard,fragments,upper_left,black,38,25 or more,open pores,count now,141
mpq_bb9e0a0f6ac75f,mem_scene_00225,images/mem_scene_00225.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,C,hard,clear,hotspot_upper_left,standard,fragments,upper_left,black,38,25 or more,open pores,count now,141
mpq_f5faa32064093e,mem_scene_00225,images/mem_scene_00225.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,D,hard,clear,hotspot_upper_left,standard,fragments,upper_left,black,38,25 or more,open pores,count now,141
mpq_febfcb06faa699,mem_scene_00225,images/mem_scene_00225.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,A,hard,clear,hotspot_upper_left,standard,fragments,upper_left,black,38,25 or more,open pores,count now,141
mpq_7a6034132b56a9,mem_scene_00225,images/mem_scene_00225.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,A,hard,clear,hotspot_upper_left,standard,fragments,upper_left,black,38,25 or more,open pores,count now,141
mpq_e29647b4d720b2,mem_scene_00226,images/mem_scene_00226.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,C,medium,clear,hotspot_upper_left,standard,beads,upper_left,black,37,25 or more,open pores,count now,76
mpq_62a81c5481defb,mem_scene_00226,images/mem_scene_00226.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,A,medium,clear,hotspot_upper_left,standard,beads,upper_left,black,37,25 or more,open pores,count now,76
mpq_24dd3a3c7a75ac,mem_scene_00226,images/mem_scene_00226.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,C,medium,clear,hotspot_upper_left,standard,beads,upper_left,black,37,25 or more,open pores,count now,76
mpq_4791efa79bb161,mem_scene_00226,images/mem_scene_00226.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,D,medium,clear,hotspot_upper_left,standard,beads,upper_left,black,37,25 or more,open pores,count now,76
mpq_e058eb7a55e453,mem_scene_00226,images/mem_scene_00226.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,A,medium,clear,hotspot_upper_left,standard,beads,upper_left,black,37,25 or more,open pores,count now,76
mpq_d7d0d8fe95873a,mem_scene_00226,images/mem_scene_00226.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,A,medium,clear,hotspot_upper_left,standard,beads,upper_left,black,37,25 or more,open pores,count now,76
mpq_5cac3788b30599,mem_scene_00227,images/mem_scene_00227.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,D,medium,clear,hotspot_upper_left,standard,films,upper_left,black,34,25 or more,open pores,count now,127
mpq_430f00a06cb5c7,mem_scene_00227,images/mem_scene_00227.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,A,medium,clear,hotspot_upper_left,standard,films,upper_left,black,34,25 or more,open pores,count now,127
mpq_ec65b277c51add,mem_scene_00227,images/mem_scene_00227.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,C,medium,clear,hotspot_upper_left,standard,films,upper_left,black,34,25 or more,open pores,count now,127
mpq_e3679efa7e1a06,mem_scene_00227,images/mem_scene_00227.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,D,medium,clear,hotspot_upper_left,standard,films,upper_left,black,34,25 or more,open pores,count now,127
mpq_aa47c00362d9b5,mem_scene_00227,images/mem_scene_00227.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,A,medium,clear,hotspot_upper_left,standard,films,upper_left,black,34,25 or more,open pores,count now,127
mpq_05c8624a1c76c0,mem_scene_00227,images/mem_scene_00227.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,A,medium,clear,hotspot_upper_left,standard,films,upper_left,black,34,25 or more,open pores,count now,127
mpq_39468f181b2a96,mem_scene_00228,images/mem_scene_00228.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,A,medium,clear,hotspot_upper_right,standard,fibers,upper_right,black,35,25 or more,open pores,count now,120
mpq_c66220795a6a28,mem_scene_00228,images/mem_scene_00228.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,B,medium,clear,hotspot_upper_right,standard,fibers,upper_right,black,35,25 or more,open pores,count now,120
mpq_1fb00e504f0e22,mem_scene_00228,images/mem_scene_00228.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,C,medium,clear,hotspot_upper_right,standard,fibers,upper_right,black,35,25 or more,open pores,count now,120
mpq_ef80b276658c31,mem_scene_00228,images/mem_scene_00228.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,D,medium,clear,hotspot_upper_right,standard,fibers,upper_right,black,35,25 or more,open pores,count now,120
mpq_bd05d663ef2d96,mem_scene_00228,images/mem_scene_00228.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,A,medium,clear,hotspot_upper_right,standard,fibers,upper_right,black,35,25 or more,open pores,count now,120
mpq_e7e1930ec1490b,mem_scene_00228,images/mem_scene_00228.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,A,medium,clear,hotspot_upper_right,standard,fibers,upper_right,black,35,25 or more,open pores,count now,120
mpq_b58fd740401a5b,mem_scene_00229,images/mem_scene_00229.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,B,hard,clear,hotspot_upper_right,blue_stain,fragments,upper_right,black,34,25 or more,open pores,count now,127
mpq_e6001b3c8ef777,mem_scene_00229,images/mem_scene_00229.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,B,hard,clear,hotspot_upper_right,blue_stain,fragments,upper_right,black,34,25 or more,open pores,count now,127
mpq_18bd41c87b09cb,mem_scene_00229,images/mem_scene_00229.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,C,hard,clear,hotspot_upper_right,blue_stain,fragments,upper_right,black,34,25 or more,open pores,count now,127
mpq_55db8172a8dca7,mem_scene_00229,images/mem_scene_00229.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,D,hard,clear,hotspot_upper_right,blue_stain,fragments,upper_right,black,34,25 or more,open pores,count now,127
mpq_cd5f20d5c13435,mem_scene_00229,images/mem_scene_00229.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,A,hard,clear,hotspot_upper_right,blue_stain,fragments,upper_right,black,34,25 or more,open pores,count now,127
mpq_69160da439e1f6,mem_scene_00229,images/mem_scene_00229.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,A,hard,clear,hotspot_upper_right,blue_stain,fragments,upper_right,black,34,25 or more,open pores,count now,127
mpq_cae3c83ab53a9c,mem_scene_00230,images/mem_scene_00230.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,C,medium,clear,hotspot_upper_right,standard,beads,upper_right,black,34,25 or more,open pores,count now,80
mpq_8a7efe374a6be3,mem_scene_00230,images/mem_scene_00230.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,B,medium,clear,hotspot_upper_right,standard,beads,upper_right,black,34,25 or more,open pores,count now,80
mpq_0e98854911b831,mem_scene_00230,images/mem_scene_00230.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,C,medium,clear,hotspot_upper_right,standard,beads,upper_right,black,34,25 or more,open pores,count now,80
mpq_f7307a731267c2,mem_scene_00230,images/mem_scene_00230.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,D,medium,clear,hotspot_upper_right,standard,beads,upper_right,black,34,25 or more,open pores,count now,80
mpq_7060d3d586fe83,mem_scene_00230,images/mem_scene_00230.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,A,medium,clear,hotspot_upper_right,standard,beads,upper_right,black,34,25 or more,open pores,count now,80
mpq_0ecd06bb31e84e,mem_scene_00230,images/mem_scene_00230.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,A,medium,clear,hotspot_upper_right,standard,beads,upper_right,black,34,25 or more,open pores,count now,80
mpq_812d9cb47c82c1,mem_scene_00231,images/mem_scene_00231.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,D,easy,low_contrast,hotspot_upper_right,standard,films,upper_right,black,39,25 or more,light edge clogging,reimage focus,143
mpq_b3fc412a86d457,mem_scene_00231,images/mem_scene_00231.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,B,easy,low_contrast,hotspot_upper_right,standard,films,upper_right,black,39,25 or more,light edge clogging,reimage focus,143
mpq_e64cab7c282b9d,mem_scene_00231,images/mem_scene_00231.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,C,easy,low_contrast,hotspot_upper_right,standard,films,upper_right,black,39,25 or more,light edge clogging,reimage focus,143
mpq_0fe564670bad99,mem_scene_00231,images/mem_scene_00231.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,D,easy,low_contrast,hotspot_upper_right,standard,films,upper_right,black,39,25 or more,light edge clogging,reimage focus,143
mpq_128d587c592e15,mem_scene_00231,images/mem_scene_00231.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,B,easy,low_contrast,hotspot_upper_right,standard,films,upper_right,black,39,25 or more,light edge clogging,reimage focus,143
mpq_af17545657c8eb,mem_scene_00231,images/mem_scene_00231.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,B,easy,low_contrast,hotspot_upper_right,standard,films,upper_right,black,39,25 or more,light edge clogging,reimage focus,143
mpq_e636e9db5f2685,mem_scene_00232,images/mem_scene_00232.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,A,easy,low_contrast,hotspot_lower_left,standard,fibers,lower_left,black,35,25 or more,light edge clogging,reimage focus,114
mpq_06f4399cefc8d1,mem_scene_00232,images/mem_scene_00232.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,C,easy,low_contrast,hotspot_lower_left,standard,fibers,lower_left,black,35,25 or more,light edge clogging,reimage focus,114
mpq_61ba21dbff510a,mem_scene_00232,images/mem_scene_00232.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,C,easy,low_contrast,hotspot_lower_left,standard,fibers,lower_left,black,35,25 or more,light edge clogging,reimage focus,114
mpq_cdee526a978dc5,mem_scene_00232,images/mem_scene_00232.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,D,easy,low_contrast,hotspot_lower_left,standard,fibers,lower_left,black,35,25 or more,light edge clogging,reimage focus,114
mpq_d541ae1e59fc6d,mem_scene_00232,images/mem_scene_00232.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,B,easy,low_contrast,hotspot_lower_left,standard,fibers,lower_left,black,35,25 or more,light edge clogging,reimage focus,114
mpq_4b1db846050674,mem_scene_00232,images/mem_scene_00232.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,B,easy,low_contrast,hotspot_lower_left,standard,fibers,lower_left,black,35,25 or more,light edge clogging,reimage focus,114
mpq_c3cfaeefd47a67,mem_scene_00233,images/mem_scene_00233.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,B,hard,low_contrast,hotspot_lower_left,standard,fragments,lower_left,black,40,25 or more,light edge clogging,reimage focus,139
mpq_5da5d70787a248,mem_scene_00233,images/mem_scene_00233.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,C,hard,low_contrast,hotspot_lower_left,standard,fragments,lower_left,black,40,25 or more,light edge clogging,reimage focus,139
mpq_d845a20df6c819,mem_scene_00233,images/mem_scene_00233.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,C,hard,low_contrast,hotspot_lower_left,standard,fragments,lower_left,black,40,25 or more,light edge clogging,reimage focus,139
mpq_020088cdb306bb,mem_scene_00233,images/mem_scene_00233.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,D,hard,low_contrast,hotspot_lower_left,standard,fragments,lower_left,black,40,25 or more,light edge clogging,reimage focus,139
mpq_3dc191790e89f6,mem_scene_00233,images/mem_scene_00233.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,B,hard,low_contrast,hotspot_lower_left,standard,fragments,lower_left,black,40,25 or more,light edge clogging,reimage focus,139
mpq_18f1f8ce30e50a,mem_scene_00233,images/mem_scene_00233.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,B,hard,low_contrast,hotspot_lower_left,standard,fragments,lower_left,black,40,25 or more,light edge clogging,reimage focus,139
mpq_1736a36cc1eff9,mem_scene_00234,images/mem_scene_00234.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,C,medium,glare,hotspot_lower_left,standard,beads,lower_left,black,37,25 or more,light edge clogging,reimage focus,76
mpq_586e45ef6cd9fe,mem_scene_00234,images/mem_scene_00234.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,C,medium,glare,hotspot_lower_left,standard,beads,lower_left,black,37,25 or more,light edge clogging,reimage focus,76
mpq_046595134dd6bc,mem_scene_00234,images/mem_scene_00234.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,C,medium,glare,hotspot_lower_left,standard,beads,lower_left,black,37,25 or more,light edge clogging,reimage focus,76
mpq_26bd0a9de69482,mem_scene_00234,images/mem_scene_00234.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,D,medium,glare,hotspot_lower_left,standard,beads,lower_left,black,37,25 or more,light edge clogging,reimage focus,76
mpq_bed7857f63f426,mem_scene_00234,images/mem_scene_00234.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,B,medium,glare,hotspot_lower_left,standard,beads,lower_left,black,37,25 or more,light edge clogging,reimage focus,76
mpq_3d3c2a568e1165,mem_scene_00234,images/mem_scene_00234.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,B,medium,glare,hotspot_lower_left,standard,beads,lower_left,black,37,25 or more,light edge clogging,reimage focus,76
mpq_33f2be179278eb,mem_scene_00235,images/mem_scene_00235.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,D,medium,glare,hotspot_lower_left,standard,films,lower_left,black,41,25 or more,light edge clogging,reimage focus,141
mpq_3d5d59f9540ae5,mem_scene_00235,images/mem_scene_00235.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,C,medium,glare,hotspot_lower_left,standard,films,lower_left,black,41,25 or more,light edge clogging,reimage focus,141
mpq_7183000f37b54f,mem_scene_00235,images/mem_scene_00235.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,C,medium,glare,hotspot_lower_left,standard,films,lower_left,black,41,25 or more,light edge clogging,reimage focus,141
mpq_d0ee0fb6b9aaff,mem_scene_00235,images/mem_scene_00235.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,D,medium,glare,hotspot_lower_left,standard,films,lower_left,black,41,25 or more,light edge clogging,reimage focus,141
mpq_b793516c44312d,mem_scene_00235,images/mem_scene_00235.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,B,medium,glare,hotspot_lower_left,standard,films,lower_left,black,41,25 or more,light edge clogging,reimage focus,141
mpq_17d97fe63a8668,mem_scene_00235,images/mem_scene_00235.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,B,medium,glare,hotspot_lower_left,standard,films,lower_left,black,41,25 or more,light edge clogging,reimage focus,141
mpq_54e2a3a0b64a85,mem_scene_00236,images/mem_scene_00236.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,A,easy,low_contrast,hotspot_lower_right,standard,fibers,lower_right,black,35,25 or more,light edge clogging,reimage focus,114
mpq_08b0b332115351,mem_scene_00236,images/mem_scene_00236.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,D,easy,low_contrast,hotspot_lower_right,standard,fibers,lower_right,black,35,25 or more,light edge clogging,reimage focus,114
mpq_75830e312acf4b,mem_scene_00236,images/mem_scene_00236.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,C,easy,low_contrast,hotspot_lower_right,standard,fibers,lower_right,black,35,25 or more,light edge clogging,reimage focus,114
mpq_ba42c2aa0f8cde,mem_scene_00236,images/mem_scene_00236.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,D,easy,low_contrast,hotspot_lower_right,standard,fibers,lower_right,black,35,25 or more,light edge clogging,reimage focus,114
mpq_c76b1f7638f1fc,mem_scene_00236,images/mem_scene_00236.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,B,easy,low_contrast,hotspot_lower_right,standard,fibers,lower_right,black,35,25 or more,light edge clogging,reimage focus,114
mpq_041ec2c8aa684c,mem_scene_00236,images/mem_scene_00236.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,B,easy,low_contrast,hotspot_lower_right,standard,fibers,lower_right,black,35,25 or more,light edge clogging,reimage focus,114
mpq_650afde96515e4,mem_scene_00237,images/mem_scene_00237.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,B,easy,glare,hotspot_lower_right,standard,fragments,lower_right,black,41,25 or more,light edge clogging,reimage focus,147
mpq_6c28a938437f60,mem_scene_00237,images/mem_scene_00237.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,D,easy,glare,hotspot_lower_right,standard,fragments,lower_right,black,41,25 or more,light edge clogging,reimage focus,147
mpq_73e7d4e00a9c5b,mem_scene_00237,images/mem_scene_00237.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,C,easy,glare,hotspot_lower_right,standard,fragments,lower_right,black,41,25 or more,light edge clogging,reimage focus,147
mpq_a614761b17b49d,mem_scene_00237,images/mem_scene_00237.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,D,easy,glare,hotspot_lower_right,standard,fragments,lower_right,black,41,25 or more,light edge clogging,reimage focus,147
mpq_ed6f402442397f,mem_scene_00237,images/mem_scene_00237.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,B,easy,glare,hotspot_lower_right,standard,fragments,lower_right,black,41,25 or more,light edge clogging,reimage focus,147
mpq_449ca572b15b77,mem_scene_00237,images/mem_scene_00237.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,B,easy,glare,hotspot_lower_right,standard,fragments,lower_right,black,41,25 or more,light edge clogging,reimage focus,147
mpq_477192cabca483,mem_scene_00238,images/mem_scene_00238.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,C,easy,clear,hotspot_lower_right,standard,beads,lower_right,black,38,25 or more,patchy multi-zone clogging,count now,80
mpq_2b7450305897bc,mem_scene_00238,images/mem_scene_00238.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,D,easy,clear,hotspot_lower_right,standard,beads,lower_right,black,38,25 or more,patchy multi-zone clogging,count now,80
mpq_3d400dd1fab6aa,mem_scene_00238,images/mem_scene_00238.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,C,easy,clear,hotspot_lower_right,standard,beads,lower_right,black,38,25 or more,patchy multi-zone clogging,count now,80
mpq_ee98c2dc7b5fb3,mem_scene_00238,images/mem_scene_00238.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,D,easy,clear,hotspot_lower_right,standard,beads,lower_right,black,38,25 or more,patchy multi-zone clogging,count now,80
mpq_77582656c566b9,mem_scene_00238,images/mem_scene_00238.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,D,easy,clear,hotspot_lower_right,standard,beads,lower_right,black,38,25 or more,patchy multi-zone clogging,count now,80
mpq_de20a7837850d7,mem_scene_00238,images/mem_scene_00238.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,A,easy,clear,hotspot_lower_right,standard,beads,lower_right,black,38,25 or more,patchy multi-zone clogging,count now,80
